line_number,timestamp,ip,method,endpoint,status,latency_ms,score,reasons
197080,2024-06-16 11:22:32,187.91.79.110,GET,/api/v1/userN,500,6713,4,server_error
197081,2024-06-16 11:22:35,196.45.2.86,GET,/cartN,504,11398,4,server_error
197082,2024-06-16 11:22:39,148.9.19.27,GET,/cartN,504,10329,4,server_error
197083,2024-06-16 11:22:42,197.82.237.190,GET,/indexN.html,504,9827,4,server_error
197084,2024-06-16 11:22:45,119.123.55.141,GET,/indexN.html,500,8041,4,server_error
197085,2024-06-16 11:22:48,215.143.100.205,GET,/searchN,500,11463,4,server_error
197086,2024-06-16 11:22:49,209.103.8.44,POST,/checkoutN,504,8109,4,server_error
197087,2024-06-16 11:22:51,209.103.8.44,GET,/productsN,504,8372,4,server_error
197088,2024-06-16 11:22:55,196.45.2.86,GET,/searchN,500,9593,4,server_error
197089,2024-06-16 11:22:58,202.129.225.117,GET,/indexN.html,500,11795,4,server_error
197090,2024-06-16 11:23:02,139.94.203.41,GET,/searchN,500,8656,4,server_error
197091,2024-06-16 11:23:05,202.129.225.117,GET,/productsN,504,10228,4,server_error
197092,2024-06-16 11:23:09,215.143.100.205,GET,/indexN.html,500,6554,4,server_error
197093,2024-06-16 11:23:14,202.129.225.117,GET,/api/v1/userN,500,10773,4,server_error
197094,2024-06-16 11:23:18,202.129.225.117,POST,/checkoutN,504,10778,4,server_error
197095,2024-06-16 11:23:22,12.104.185.44,GET,/productsN,500,8586,4,server_error
197096,2024-06-16 11:23:24,196.45.2.86,GET,/indexN.html,500,11264,4,server_error
197097,2024-06-16 11:23:25,202.129.225.117,GET,/cartN,500,11224,4,server_error
197098,2024-06-16 11:23:27,197.82.237.190,GET,/cartN,500,11208,4,server_error
197099,2024-06-16 11:23:30,148.9.19.27,GET,/api/v1/userN,500,10330,4,server_error
197100,2024-06-16 11:23:35,197.82.237.190,GET,/searchN,500,7799,4,server_error
197101,2024-06-16 11:23:36,162.240.218.117,POST,/checkoutN,500,6163,4,server_error
197102,2024-06-16 11:23:36,14.252.124.193,GET,/indexN.html,504,8159,4,server_error
197103,2024-06-16 11:23:40,196.45.2.86,GET,/indexN.html,504,11764,4,server_error
197104,2024-06-16 11:23:43,131.33.12.73,GET,/api/v1/userN,500,9722,4,server_error
197105,2024-06-16 11:23:43,199.71.56.65,GET,/cartN,504,10838,4,server_error
197106,2024-06-16 11:23:48,199.71.56.65,GET,/searchN,500,8699,4,server_error
197107,2024-06-16 11:23:51,202.129.225.117,GET,/productsN,504,10924,4,server_error
197108,2024-06-16 11:23:54,209.103.8.44,GET,/productsN,504,10509,4,server_error
197109,2024-06-16 11:24:00,119.123.55.141,GET,/productsN,504,10550,4,server_error
197110,2024-06-16 11:24:06,14.121.165.122,GET,/api/v1/userN,500,8043,4,server_error
197111,2024-06-16 11:24:07,139.94.203.41,GET,/searchN,500,11737,4,server_error
197112,2024-06-16 11:24:17,209.103.8.44,GET,/api/v1/userN,500,10979,4,server_error
197113,2024-06-16 11:24:18,14.121.165.122,GET,/searchN,500,11395,4,server_error
197114,2024-06-16 11:24:19,199.242.130.73,GET,/productsN,500,10524,4,server_error
197115,2024-06-16 11:24:20,196.45.2.86,GET,/searchN,500,8839,4,server_error
197116,2024-06-16 11:24:23,215.143.100.205,GET,/searchN,500,10184,4,server_error
197117,2024-06-16 11:24:28,148.9.19.27,GET,/cartN,504,10592,4,server_error
197118,2024-06-16 11:24:32,215.143.100.205,GET,/api/v1/userN,504,7954,4,server_error
197119,2024-06-16 11:24:32,80.130.43.26,POST,/checkoutN,500,10185,4,server_error
197120,2024-06-16 11:24:39,162.240.218.117,GET,/indexN.html,504,8431,4,server_error
197121,2024-06-16 11:24:44,148.9.19.27,POST,/checkoutN,504,11862,4,server_error
197122,2024-06-16 11:24:45,202.129.225.117,GET,/api/v1/userN,504,6223,4,server_error
197123,2024-06-16 11:24:50,199.242.130.73,GET,/searchN,504,6401,4,server_error
197124,2024-06-16 11:24:53,148.9.19.27,GET,/productsN,500,6920,4,server_error
197125,2024-06-16 11:24:59,12.104.185.44,GET,/searchN,504,8030,4,server_error
197126,2024-06-16 11:25:03,119.123.55.141,GET,/productsN,504,9635,4,server_error
197127,2024-06-16 11:25:08,187.91.79.110,GET,/productsN,500,8102,4,server_error
197128,2024-06-16 11:25:12,202.129.225.117,GET,/productsN,500,7081,4,server_error
197129,2024-06-16 11:25:16,131.33.12.73,GET,/api/v1/userN,500,8650,4,server_error
197130,2024-06-16 11:25:16,196.45.2.86,GET,/cartN,500,9043,4,server_error
197131,2024-06-16 11:25:20,131.33.12.73,GET,/productsN,504,9164,4,server_error
197132,2024-06-16 11:25:21,14.252.124.193,POST,/checkoutN,500,7519,4,server_error
197133,2024-06-16 11:25:26,131.33.12.73,GET,/indexN.html,504,6431,4,server_error
197134,2024-06-16 11:25:28,199.71.56.65,GET,/searchN,500,7159,4,server_error
197135,2024-06-16 11:25:31,196.45.2.86,GET,/indexN.html,500,7336,4,server_error
